"행정구역","2026년08월_총인구수","2026년08월_세대수","2026년08월_세대당 인구","2026년08월_남자 인구수","2026년08월_여자 인구수","2026년08월_남여 비율"
"부산광역시 영도구 청학제1동(2620063000)","4,991","2,614","          1.91","2,453","2,538","          0.97"
"부산광역시 영도구 청학제2동(2620064000)","15,382","7,479","          2.06","7,514","7,868","          0.96"
"부산광역시 영도구 동삼제1동(2620065000)","26,912","13,700","          1.96","13,061","13,851","          0.94"
"부산광역시 영도구 동삼제2동(2620066000)","5,222","2,854","          1.83","2,815","2,407","          1.17"
"부산광역시 영도구 동삼제3동(2620067000)","8,037","5,202","          1.54","3,913","4,124","          0.95"
"부산광역시 부산진구 (2623000000)","364,184","189,579","          1.92","173,838","190,346","          0.91"
"부산광역시 부산진구 부전제1동(2623051000)","13,909","9,894","          1.41","6,876","7,033","          0.98"
"부산광역시 부산진구 부전제2동(2623052000)","12,393","7,664","          1.62","6,054","6,339","          0.96"
"부산광역시 부산진구 연지동(2623054000)","25,237","10,851","          2.33","11,998","13,239","          0.91"
"부산광역시 부산진구 초읍동(2623055000)","21,313","10,315","          2.07","10,264","11,049","          0.93"
"부산광역시 부산진구 양정제1동(2623056000)","18,575","9,450","          1.97","8,592","9,983","          0.86"
"부산광역시 부산진구 양정제2동(2623057000)","21,128","11,890","          1.78","9,842","11,286","          0.87"
"부산광역시 부산진구 전포제1동(2623060000)","20,311","12,022","          1.69","9,736","10,575","          0.92"
"부산광역시 부산진구 전포제2동(2623061000)","22,789","12,974","          1.76","10,660","12,129","          0.88"
"부산광역시 부산진구 부암제1동(2623064000)","23,910","11,085","          2.16","11,476","12,434","          0.92"
"부산광역시 부산진구 부암제3동(2623066000)","23,642","9,906","          2.39","11,488","12,154","          0.95"
"부산광역시 부산진구 당감제1동(2623067000)","19,861","9,830","          2.02","9,331","10,530","          0.89"
"부산광역시 부산진구 당감제2동(2623068000)","11,437","5,336","          2.14","5,418","6,019","          0.90"
"부산광역시 부산진구 당감제4동(2623070000)","9,690","4,873","          1.99","4,637","5,053","          0.92"
"부산광역시 부산진구 가야제1동(2623071000)","15,893","9,164","          1.73","7,994","7,899","          1.01"
"부산광역시 부산진구 가야제2동(2623072000)","17,499","8,109","          2.16","8,372","9,127","          0.92"
"부산광역시 부산진구 개금제1동(2623074000)","18,151","10,123","          1.79","8,786","9,365","          0.94"
"부산광역시 부산진구 개금제2동(2623075000)","9,477","4,771","          1.99","4,496","4,981","          0.90"
"부산광역시 부산진구 개금제3동(2623076000)","25,184","12,011","          2.10","11,941","13,243","          0.90"
"부산광역시 부산진구 범천제1동(2623077000)","12,340","7,878","          1.57","5,658","6,682","          0.85"
"부산광역시 부산진구 범천제2동(2623078000)","21,445","11,433","          1.88","10,219","11,226","          0.91"
"부산광역시 동래구 (2626000000)","270,512","122,486","          2.21","129,981","140,531","          0.92"
"부산광역시 동래구 수민동(2626051000)","28,865","13,027","          2.22","13,855","15,010","          0.92"
"부산광역시 동래구 복산동(2626052000)","7,716","4,000","          1.93","3,728","3,988","          0.93"
"부산광역시 동래구 명륜동(2626054500)","24,876","9,573","          2.60","12,239","12,637","          0.97"
"부산광역시 동래구 온천제1동(2626055000)","33,980","17,247","          1.97","15,960","18,020","          0.89"
"부산광역시 동래구 온천제2동(2626056000)","23,772","9,624","          2.47","11,346","12,426","          0.91"
"부산광역시 동래구 온천제3동(2626057000)","35,383","17,418","          2.03","17,086","18,297","          0.93"
"부산광역시 동래구 사직제1동(2626058000)","11,592","5,253","          2.21","5,520","6,072","          0.91"
"부산광역시 동래구 사직제2동(2626059000)","24,094","8,745","          2.76","11,447","12,647","          0.91"
"부산광역시 동래구 사직제3동(2626060000)","16,361","7,573","          2.16","8,102","8,259","          0.98"
"부산광역시 동래구 안락제1동(2626074000)","12,845","6,611","          1.94","6,231","6,614","          0.94"
"부산광역시 동래구 안락제2동(2626075000)","25,144","10,980","          2.29","12,076","13,068","          0.92"
"부산광역시 동래구 명장제1동(2626076100)","12,868","6,075","          2.12","6,168","6,700","          0.92"
"부산광역시 동래구 명장제2동(2626076200)","13,016","6,360","          2.05","6,223","6,793","          0.92"
"부산광역시 남구 (2629000000)","254,960","122,172","          2.09","123,698","131,262","          0.94"
"부산광역시 남구 대연제1동(2629051000)","14,997","9,537","          1.57","7,552","7,445","          1.01"
"부산광역시 남구 대연제3동(2629053000)","36,689","18,882","          1.94","17,887","18,802","          0.95"
"부산광역시 남구 대연제4동(2629054000)","13,458","6,204","          2.17","6,487","6,971","          0.93"
"부산광역시 남구 대연제5동(2629055000)","15,632","8,224","          1.90","7,474","8,158","          0.92"
"부산광역시 남구 대연제6동(2629056000)","15,565","6,254","          2.49","7,424","8,141","          0.91"
"부산광역시 남구 용호제1동(2629057000)","41,472","17,189","          2.41","19,765","21,707","          0.91"
"부산광역시 남구 용호제2동(2629058000)","18,829","7,946","          2.37","9,017","9,812","          0.92"
"부산광역시 남구 용호제3동(2629059000)","9,846","5,008","          1.97","4,668","5,178","          0.90"
"부산광역시 남구 용호제4동(2629060000)","7,440","3,701","          2.01","3,569","3,871","          0.92"
"부산광역시 남구 용당동(2629061000)","7,469","3,465","          2.16","3,799","3,670","          1.04"
"부산광역시 남구 감만제1동(2629062000)","7,359","3,450","          2.13","3,762","3,597","          1.05"
"부산광역시 남구 감만제2동(2629063000)","5,950","3,190","          1.87","2,916","3,034","          0.96"
"부산광역시 남구 우암동(2629064500)","17,364","8,102","          2.14","8,493","8,871","          0.96"
"부산광역시 남구 문현제1동(2629068000)","10,056","4,595","          2.19","4,851","5,205","          0.93"
"부산광역시 남구 문현제2동(2629069000)","7,986","4,911","          1.63","3,945","4,041","          0.98"
"부산광역시 남구 문현제3동(2629070000)","15,706","6,937","          2.26","7,647","8,059","          0.95"
"부산광역시 남구 문현제4동(2629071000)","9,142","4,577","          2.00","4,442","4,700","          0.95"
"부산광역시 북구 (2632000000)","260,069","122,183","          2.13","127,325","132,744","          0.96"
"부산광역시 북구 구포제1동(2632051000)","14,415","7,872","          1.83","7,238","7,177","          1.01"
"부산광역시 북구 구포제2동(2632052000)","22,225","11,278","          1.97","11,332","10,893","          1.04"
"부산광역시 북구 구포제3동(2632052100)","16,531","8,681","          1.90","8,511","8,020","          1.06"
"부산광역시 북구 금곡동(2632053000)","33,374","17,404","          1.92","15,964","17,410","          0.92"
"부산광역시 북구 화명제1동(2632054100)","38,467","14,335","          2.68","18,759","19,708","          0.95"
"부산광역시 북구 화명제2동(2632054200)","16,429","7,259","          2.26","7,955","8,474","          0.94"
"부산광역시 북구 화명제3동(2632054300)","27,527","10,856","          2.54","13,359","14,168","          0.94"
"부산광역시 북구 덕천제1동(2632055000)","13,910","7,655","          1.82","6,802","7,108","          0.96"
"부산광역시 북구 덕천제2동(2632056000)","10,472","6,385","          1.64","5,240","5,232","          1.00"
"부산광역시 북구 덕천제3동(2632056100)","9,157","5,232","          1.75","4,476","4,681","          0.96"
"부산광역시 북구 만덕제1동(2632057100)","15,683","6,964","          2.25","7,581","8,102","          0.94"
"부산광역시 북구 만덕제2동(2632057200)","25,202","11,001","          2.29","12,164","13,038","          0.93"
"부산광역시 북구 만덕제3동(2632057300)","16,677","7,261","          2.30","7,944","8,733","          0.91"
"부산광역시 해운대구 (2635000000)","369,727","170,074","          2.17","176,710","193,017","          0.92"
"부산광역시 해운대구 우제1동(2635051000)","23,492","11,431","          2.06","11,185","12,307","          0.91"
"부산광역시 해운대구 우제2동(2635052000)","29,584","11,976","          2.47","13,966","15,618","          0.89"
"부산광역시 해운대구 우제3동(2635052500)","27,939","11,044","          2.53","13,119","14,820","          0.89"
"부산광역시 해운대구 중제1동(2635053000)","27,346","12,651","          2.16","13,023","14,323","          0.91"
"부산광역시 해운대구 중제2동(2635054000)","15,244","7,424","          2.05","7,264","7,980","          0.91"
"부산광역시 해운대구 좌제1동(2635055100)","16,884","7,805","          2.16","7,863","9,021","          0.87"
"부산광역시 해운대구 좌제2동(2635055200)","29,750","14,260","          2.09","13,691","16,059","          0.85"
"부산광역시 해운대구 좌제3동(2635055300)","14,792","6,372","          2.32","6,834","7,958","          0.86"
"부산광역시 해운대구 좌제4동(2635055400)","21,475","8,589","          2.50","10,128","11,347","          0.89"
"부산광역시 해운대구 송정동(2635056000)","8,988","4,972","          1.81","4,303","4,685","          0.92"
"부산광역시 해운대구 반여제1동(2635057000)","34,584","13,913","          2.49","16,929","17,655","          0.96"
"부산광역시 해운대구 반여제2동(2635058000)","10,687","6,277","          1.70","5,206","5,481","          0.95"
"부산광역시 해운대구 반여제3동(2635059000)","6,928","4,176","          1.66","3,342","3,586","          0.93"
